,User-ID,ISBN,Book-Rating
444941,106738,076790592X,0
127487,29340,0394744756,0
463580,110973,0373121393,0
67491,13935,0446612901,0
50369,11676,0449148408,7
1046150,250330,0425137562,0
986980,237091,0671553011,6
590214,142524,0060924926,0
385295,93047,1575662183,7
361105,87141,020719839X,0
424534,101248,0679405135,0
1116640,268030,0312280610,0
176394,38217,0061092177,0
966996,233911,0786911832,0
955486,231210,0064462080,0
667553,162439,0449005410,0
1062825,254053,0394584082,0
195929,43619,0345349520,0
493380,118194,0821764667,0
498261,120093,0787109207,6
896222,216724,0671726889,0
355590,85701,0440147433,0
210854,49109,0440168899,0
929386,225810,0449205193,0
578798,139321,0553265520,0
946101,229011,0553089307,6
1082064,258938,0060186453,0
71907,15408,0140124039,0
360655,86947,0879510722,10
961566,232131,0440238560,0
186811,40943,0786817879,0
737851,178181,0590254766,0
250645,57002,0816706050,10
197880,43910,1555834310,9
904799,219502,014143984X,0
637454,153662,0867341300,9
789956,190925,0380800802,0
155644,35739,3462028189,8
962770,232131,1565840003,0
914186,222859,0006544975,7
133367,30711,0330337505,7
888941,214272,0151446474,0
192256,42685,0877956804,0
409085,98391,0505524465,9
408805,98391,0451205847,9
297925,70569,0394524926,0
13699,1891,0892882816,5
1028698,245963,0840795297,0
243153,55937,8324003266,7
60555,12272,0140620427,10
859175,207782,0671527630,0
1144907,275306,0345460952,8
647506,156421,0140248927,0
153461,35050,0553212583,0
334912,79556,0140041796,8
865572,209373,0451191013,0
709400,172030,0812528042,0
519052,125692,0515121495,8
199781,44728,0312278586,0
730815,176667,0515128015,0
256848,59287,0899198600,7
585283,141325,0385485107,0
928880,225810,0312971346,0
1075487,257204,0553131893,8
146258,32773,0312970617,0
754985,182746,0440214041,0
733202,177237,0821769278,6
186017,40943,0373107889,0
810990,197061,8879834908,0
1138244,274004,034016476X,10
630588,153322,0691001871,0
483309,115048,0553578693,10
682897,166132,9061261104,8
755869,182987,0847825884,0
39338,9574,0312962940,5
958015,231308,0743482247,7
878945,212898,0373632223,0
594763,143253,0965078702,0
207076,47745,0806522623,0
224552,52574,0805065857,10
1117172,268032,0804106304,0
389131,93911,059304939,6
13491,1733,0828003882,5
959428,231857,0140386335,5
920107,224349,0061031844,0
609740,147649,2070360075,9
965439,233430,0553285300,8
330077,78783,0446608653,0
510573,123981,0671770438,0
92832,20859,3453044738,0
422476,100906,0394820371,0
27288,6516,0743471520,0
593086,143175,0345441036,0
82855,17090,0399136150,0
783767,189835,014039057X,5
1083085,259078,067169071X,7
922264,224646,0385491026,9
40825,10314,0425167313,0
156149,35857,0140179518,0
1064779,254465,0380815524,0
599968,144785,0671785400,0
309959,74248,0373037317,0
81996,16966,0373031904,0
535330,129074,0671741454,0
548880,131594,0553111493,0
635926,153662,0590434446,8
1068014,255056,0810923718,0
317385,76352,0425133516,0
654692,158454,8447333760,10
688607,167800,037321801X,0
146236,32773,019214183X,0
56221,11676,1889191086,7
558827,134797,0971546711,0
998704,239681,0345387651,10
306339,73394,0380731851,0
400927,96448,081674341X,0
282190,67198,0440220653,9
114018,26516,0747230633,10
462505,110973,0312853033,9
964730,232989,8804347678,0
337023,80357,0440226430,0
21984,4385,0671535706,10
1122157,269439,0413414507,0
1014174,242962,0451451538,6
1026598,245963,0070304882,0
731949,177072,0373098162,0
515643,124961,039397166,0
919317,224138,1551660490,0
1083282,259118,0425099202,0
342055,81531,0786011890,0
5744,278418,037370691X,0
1026471,245935,0671567837,0
261801,60277,0192880144,0
235371,54731,3828968996,0
871738,210959,0453008917,0
36572,8734,0140444300,0
320548,76499,0252013050,10
771510,186749,0312305060,5
1053617,251613,0670868434,0
1137903,273979,0553800949,0
94407,21049,0425179249,0
687040,167471,0312927614,0
178844,38781,0786500573,0
16289,2766,0345301137,0
468016,111947,0821738534,0
668909,162639,067101420X,0
284028,67829,1580050913,0
416288,98904,0425119920,0
1028716,245963,0847820319,0
900524,217895,0373089139,0
262706,60337,0440328810,10
634689,153662,0446602566,9
527703,127359,0743243498,0
355142,85656,0380720248,7
561345,135149,0425193721,0
874362,211599,0552999954,8
193039,42946,0425169359,0
106056,24194,1883523257,0
852481,206074,0425178102,0
599335,144555,0380715899,0
170884,37019,1885171080,0
661553,160507,0517880539,8
139021,31393,0061097152,7
131560,30487,0452268060,0
879960,212898,0446523569,0
1075553,257204,0553297058,0
862658,208605,140003065X,0
271424,63243,0671027387,0
783810,189835,0198122586,5
501388,121251,0812524802,5
106718,24539,0140178139,0
263474,60569,1901289060,10
80344,16795,074341697X,0
269676,62755,0380017555,0
486199,115536,059035342X,10
883178,212965,0060502827,0
572180,137589,0385156642,2
975239,235105,0373218036,0
920679,224349,0671010123,0
846803,204864,0446343870,0
317065,76352,0375726349,0
585054,141210,3522133609,4
698181,170229,0553212443,0
385189,93047,1414051999,0
219738,51450,1551669188,0
84337,17859,0446676012,0
574594,138202,0451152190,8
990488,238120,0805054537,0
1020744,244688,0425183238,0
1022818,245312,0140341412,0
424356,101209,1558744630,0
1036516,247752,0671026011,0
477347,114255,0812520467,5
856677,207148,0440207770,0
80181,16795,0679885722,6
683417,166460,0141182342,7
684946,166670,0099831902,10
278019,65382,0440208912,0
173068,37573,0553560735,8
517216,125287,0140173188,0
353640,85280,0944024181,5
351156,84075,2264030380,0
286279,68538,0671021001,10
916333,223253,0804107432,0
1148175,276165,0451210875,0
235946,54917,0345295064,8
947732,229439,0440225817,0
220099,51571,0446517631,0
778354,188513,0440225922,8
105544,24167,003071091X,0
426721,101875,014023571X,0
622987,150968,1579546463,0
991310,238419,0345354613,7
547148,131245,0316289124,0
571365,137347,015600254X,8
796305,193106,0375752501,7
947844,229499,1852426861,3
294773,69808,2264021438,0
1087366,260531,0385181914,0
1005316,241432,349913117X,0
1116724,268030,0395645662,0
1058265,252695,0670030600,5
681576,166123,0316171638,0
150412,33974,0671042858,0
660235,160401,0440417953,5
477378,114265,0312920687,8
284239,67840,0446519960,0
55893,11676,1582341141,9
639456,154176,8715011526,0
491140,117159,014011291X,9
1000071,240144,0394172329,9
1084566,259380,0553283936,0
584992,141210,0892130016,0
378100,91203,0312144075,0
396160,95359,0446530077,6
258291,59967,1904929710,10
897902,217121,1880216620,0
956006,231210,0373258186,0
752715,182085,0743207467,10
8326,278418,0867130547,0
634734,153662,0446609056,0
9597,17,0684823802,0
95650,21368,1843540282,6
987588,237407,0618129022,10
1007277,241980,0671670689,0
433160,103265,0439236215,0
560890,135149,0373162383,0
347649,82946,0552101664,8
851465,205909,0670860395,7
238923,55492,0373301553,0
604404,146090,0821733362,5
248810,56856,0451526708,0
744399,179978,0671028030,0
124139,28582,0446955542,9
608699,147224,0385502532,0
795723,192644,0345361792,8
1041747,249305,0743234693,10
931023,225986,0747407835,8
1002330,240567,0312966091,0
354263,85442,0312966970,0
814562,198165,8804521074,0
353814,85377,3893652523,8
441388,105745,0582537037,0
455409,109461,0871591081,0
780418,189334,0020795904,9
788306,190741,0312978383,7
414723,98741,0786817070,8
739827,178797,0380977788,9
406919,98391,0312879105,9
451606,108243,0439136350,10
781010,189334,0394701658,0
746648,180651,0385504209,0
269220,62558,0393951693,0
1005036,241306,0451400267,0
557287,134247,0380730065,0
1131963,271460,0932813372,2
345598,82511,0863696589,0
1094949,262814,9832695007,10
371628,89014,0786861541,8
958224,231354,0380732343,0
778965,188696,0553586122,0
728966,175886,074930166X,0
685254,166824,0515087122,0
790065,190925,0425133583,0
799501,193898,0451410319,0
427008,101876,0553213148,0
223377,52199,1582970440,8
972491,234721,0451458206,0
1116324,267921,0721409679,10
770014,186039,1558003460,0
515533,124942,0804104182,0
381232,92282,3453020596,0
540400,129851,0060959185,5
354915,85555,0804108692,8
999311,240035,0399128409,0
1144909,275306,0380006456,0
1052003,251422,0446610550,0
195527,43397,0452268060,8
573363,138010,0679737383,0
826876,199927,0345335309,5
814739,198243,0452282152,0
1058565,252727,0312859740,7
145727,32678,0671004549,0
382433,92652,0890098018,0
140490,31556,0671745670,5
475967,113983,0130813060,0
1105724,265313,0380002930,10
60916,12515,037383599X,0
1143719,274878,1853260800,0
207564,47971,0553051156,10
466302,111286,0345378261,0
786789,190347,0441317561,0
568920,136382,0451180755,7
1113619,266881,0671509101,7
726940,175329,0879052651,0
570742,137136,0345447867,0
1003835,241042,014006785X,0
52353,11676,0671007599,0
394697,95201,0394849612,0
1057812,252695,0373708491,7
726490,175216,0345370775,10
996100,238904,0671024108,0
464874,110973,0672238055,0
586428,141600,1857231384,9
372312,89241,0670822523,0
1058767,252820,0345336194,0
310735,74579,0553572210,0
252477,57725,0375413634,8
660914,160412,3100325818,0
707626,171878,0679724362,0
49416,11676,0425176304,0
912019,222204,0312903057,7
288210,69042,0515128015,0
855980,206979,0307101711,0
45860,11676,0061044431,0
1098686,263877,0140481354,0
853957,206534,0451408977,0
127011,29259,0449211479,0
591635,142600,0385722206,0
557929,134483,0140237550,7
810192,196738,0446343455,0
1058232,252695,0553572210,0
319055,76352,0671722131,0
961555,232131,0440226988,0
100040,23288,0920436366,0
1117700,268110,0823401898,10
849882,205485,0515135828,10
105545,24167,0060210117,0
39849,9856,0553801341,0
7613,278418,0671663755,3
507773,123616,0972324704,0
1027471,245963,0440166675,0
76393,16634,0060165936,8
155572,35718,3453026128,0
318915,76352,0671003364,0
794738,192176,0553575384,9
1007210,241980,0525947590,10
64198,13082,0380802007,0
34186,8067,0743403614,10
619279,149908,0451191013,0
1057847,252695,0373763433,0
1010010,242299,0385501560,8
310165,74307,0425174344,0
225451,52584,0425103374,0
970366,234623,0425150062,0
443801,106225,067086014X,0
176550,38273,0060394145,10
551604,132375,0440237424,0
531253,128122,0449006840,7
791409,190939,0151262276,0
249507,56959,0140390448,10
882368,212898,0888990235,0
889521,214464,8871009916,0
535052,129074,0449220494,8
1055403,251975,340413737X,0
1123900,269566,0671954822,0
1011236,242468,0880015829,8
97698,22200,0345389964,0
383700,92979,0375410287,0
575006,138393,0786012633,9
1130370,271284,0373612206,0
778748,188658,2253032794,0
827542,200226,042518630X,0
124614,28591,082177381X,0
738040,178181,1565073541,0
978081,235282,0446610038,8
693292,168816,0671864173,10
357294,86123,0786868716,7
641645,154992,0940232030,0
1085189,259626,0446675059,0
637473,153662,087579114X,0
470078,112401,B00005V7MF,0
1114400,267249,0380777274,0
235636,54828,3930148048,9
674452,164027,0452282152,0
1072378,256402,0028610881,0
182479,39646,0449908623,0
925517,225087,076889063,0
935315,226840,0786013567,8
255981,59172,0451163524,7
863166,208671,0891099743,6
805881,196047,034531607X,0
195078,43246,0887621104,0
593011,143175,0060959037,0
71854,15408,0060183713,0
436487,104454,0060955775,8
767099,185233,155852018X,0
77493,16643,0553278835,9
241288,55548,0451157443,8
1087012,260346,0345308476,7
426101,101851,0345391969,8
380447,91931,0374129983,0
482214,114988,0345345185,0
434923,104113,0684843781,5
352337,84727,0553238000,7
700405,170518,0553565060,0
779840,189125,0671691511,6
45502,11676,0060083948,0
653762,158295,0451404009,0
796204,192979,0971880107,7
312905,75461,0394559282,0
798915,193723,0804106304,0
257275,59504,0786881852,8
1056532,252287,0553584510,6
1060389,253226,0971880107,0
570381,136908,8846202007,5
896480,216882,0330269941,0
80929,16795,1586480375,6
160065,35859,0451410319,0
118431,27105,3379006939,0
214872,50206,0385477864,0
354819,85526,1853263974,8
1089354,261105,2253013463,0
1091003,261749,059045370X,0
496585,119575,051512463X,0
199058,44467,0380726815,8
94529,21116,0843937750,0
837621,202564,0099279452,0
714404,173078,0671728741,9
262175,60277,0486415848,0
934653,226553,0671529412,5
283328,67547,1580084648,5
1106749,265487,042517610X,0
68981,14422,0515047880,0
59216,11724,0451192303,7
561133,135149,0380765454,0
505427,122881,1856692426,9
999195,239946,0380973812,7
310316,74356,0848718232,0
367684,88283,342303002X,8
789074,190885,0590298372,0
664333,161348,0345430352,0
782919,189516,1550374842,0
939682,227447,1564772268,0
192409,42721,0879979712,5
806163,196057,0061009059,0
1071740,256167,0671443283,0
162295,35859,0812570901,0
318443,76352,051511779X,0
84700,17950,0385310161,0
346106,82787,3351017448,9
771726,186831,0671467263,0
232827,53729,0345368436,0
334758,79477,0553062182,6
484486,115120,0768102324,0
838461,203017,0878575154,0
873573,211426,0582045398,0
969065,234565,0671617028,0
183429,40012,0140013997,9
1063180,254160,068484267X,0
513606,124597,0002241447,0
653921,158295,0553802488,0
146264,32773,0312991460,0
935858,226965,006440188X,10
277887,65322,0805062971,0
53331,11676,0694524379,0
241622,55548,1887317104,0
921776,224525,0850302889,10
439769,105262,067973225X,2
312741,75339,3572013399,8
315293,76102,0061094226,0
515347,124942,0590426850,0
482599,114988,0954407563,3
309340,74026,0312956207,5
542937,130474,0743456335,0
915769,223174,0553575422,0
1097597,263460,0312976801,0
114636,26535,0449215962,0
630926,153442,3462028189,0
362252,87141,0966681304,0
900447,217811,1575660024,0
1080391,258378,0932592007,0
694973,169626,0684825554,5
659434,160032,3442727731,0
382710,92798,0671027727,0
153076,35050,0380558890,0
712589,172742,051788738X,0
265454,61205,0887307876,0
911844,222105,3476018733,0
808063,196160,0380002663,0
1072144,256247,0749396598,7
877793,212895,019502320X,2
75342,16244,0345389980,0
475612,113904,0684822822,0
1063937,254355,0679772677,0
329470,78783,0345388771,0
568607,136350,1551661802,0
526826,127233,0890819432,0
1123486,269566,0515099546,0
699727,170513,0786819146,0
1012474,242824,037319580X,0
1012846,242824,0380732688,0
298667,70681,0451117158,6
908738,220931,0345347536,10
421532,100822,0425050351,0
174787,37950,0449908488,0
726178,175117,0060970790,0
742472,179733,0451162331,0
761895,184299,0684868849,0
274838,64120,1583140255,0
949194,229754,0671634984,0
887800,213760,0446391581,0
357214,86107,0440241049,0
228288,52673,8408047981,6
820163,198711,0590135252,0
49081,11676,0399139818,7
981626,236058,155921127X,9
997620,239488,3404139585,10
1129720,271195,0152465030,10
792317,191326,0451129512,0
584126,140865,3442435366,8
898441,217318,0743454146,0
857665,207349,0380818213,0
23888,5543,0140445625,6
216440,50730,0553280341,9
209401,48494,0515120006,0
727651,175592,0345381432,10
773079,187145,0679736379,0
788654,190807,0373272952,0
1069141,255347,0451524934,8
504601,122793,0060928336,0
727505,175555,1566840287,10
368248,88620,0140437177,7
688294,167746,0897500733,0
721785,174596,0425152545,7
112256,25981,0679436960,5
629862,153042,051788500X,8
1079614,258185,0451410378,10
994846,238781,0590129279,0
409189,98391,0515130559,8
457184,109955,0553272225,9
148110,33307,0380750848,5
872143,211152,0743203631,10
533500,128835,0399144412,0
4460,278418,0064440303,0
10913,507,0880117168,0
381262,92283,039914255X,0
486262,115537,0553346121,9
112989,26182,0452282195,0
583723,140773,0345417623,0
539175,129543,0804114986,2
517695,125474,0099410184,0
953293,230522,0671542141,0
276976,65038,0689818769,9
22213,4518,8807814935,8
100029,23288,0888992513,0
931437,225996,0446606332,10
1084402,259380,0140053980,0
106524,24458,0345466624,0
331386,78834,0394755642,0
494973,118881,0140185011,0
1077265,257625,0684865742,0
1056463,252278,3453864506,0
377921,91165,0441008631,10
538299,129358,1557735468,0
241979,55734,0060809248,0
767166,185233,1578492203,0
955002,230903,0875420133,2
931866,226031,0345378792,0
419769,100278,0099218216,7
210430,48988,0523417381,0
775556,187598,2253171786,0
825290,199378,042516098X,0
965240,233312,0452284554,8
97534,22114,0671038222,6
304954,73003,0399151060,10
880992,212898,0586217401,0
161429,35859,0671769138,6
967255,233917,0373169094,0
508575,123790,078688598X,0
938559,227447,0446609250,0
93769,21014,0394820371,0
709877,172091,0380758377,0
1051552,251415,0451191307,8
70200,14599,0060915943,0
1041949,249407,0345377141,0
990170,238120,0670868361,0
776494,187863,0786880961,9
438161,104665,0743225406,0
802213,194676,0451410343,8
853919,206534,044661095X,0
416560,98943,1558744215,0
106180,24342,0553380826,5
104971,23902,1414207905,7
307602,73394,1551669080,0
97249,22023,029272019X,0
1106545,265385,0439211786,0
48995,11676,0394826949,6
98438,22624,0451516052,0
93786,21014,0425145638,0
195818,43545,8845916324,5
571086,137211,0553243969,0
410218,98391,076301180,9
730136,176388,0062517457,0
249027,56856,0684867583,0
972196,234672,0345402871,4
374523,89891,9682466660,0
955291,231142,8421634704,0
582191,140087,9726080630,0
886264,213350,0789457849,0
585711,141468,0831710128,0
594583,143253,0671896741,0
149846,33943,2253046736,0
935425,226879,0345331966,10
317863,76352,0446363820,0
926901,225379,0553569309,10
1012762,242824,0373763948,0
918605,224105,068809452X,0
1086958,260316,0345413881,0
801068,194600,0754009629,5
380624,91931,0752809407,0
697448,170184,0743233468,0
73140,15542,3775713328,8
419444,100184,074323782X,0
43152,11393,0449703746,0
55184,11676,0931445167,0
714421,173108,0671036564,0
628153,152409,0671021001,0
599738,144668,0425163091,8
978492,235392,0380789035,0
948209,229551,0373763417,7
625197,151637,0517061155,0
1036586,247752,1551667495,0
577211,138844,0442247389,0
899421,217444,0786927984,8
567709,136240,0425104060,0
120898,27788,0064420973,0
1101321,264321,0671034693,0
980635,235842,1569870691,7
1059101,252827,0747546053,10
893738,216012,1575667630,7
1044912,249958,0064408639,10
369649,88733,0380804700,0
551765,132435,3426023296,8
314719,75860,0446606324,0
879942,212898,0446363715,0
276408,64726,2749901103,0
677905,164956,0312980140,0
1079967,258236,B0000640CT,0
143629,32195,0373115032,0
135466,30933,0689716230,7
625599,151790,0345323440,0
689795,167925,1590520734,0
1095633,262998,0385335482,6
477895,114368,0373832826,5
749528,181176,1571452435,9
929697,225810,0671670891,0
574666,138239,0307101215,0
524595,127200,0156106809,0
574992,138393,0440227631,5
756300,182987,8466200754,0
321468,76571,0689806981,10
1018241,244110,3596254639,8
496722,119575,1551668300,0
135090,30824,0515054321,0
1149205,276626,0786885211,6
628905,152605,0679444815,8
335192,79687,3608930612,7
993523,238699,0743427483,0
1075714,257204,0671875973,9
272248,63595,0060001453,0
949438,229882,3499104326,0
123936,28523,1557830649,10
163747,36135,0515120006,0
779111,188796,0915132354,10
374091,89869,0609607898,0
743559,179793,1575662787,10
159255,35859,0439434335,7
435447,104243,0425147622,6
549089,131675,09277625,0
1134266,272423,0373710704,3
586512,141601,2707311421,0
1088550,260944,0451182960,0
862469,208568,0802136303,0
204836,46848,8427200056,0
1124036,269566,0809448378,0
1006089,241614,0312195516,0
680609,165759,0380728176,0
50151,11676,0446600865,0
1085139,259625,0736421696,0
874239,211460,342312136X,0
1088816,261037,0099224313,0
1006972,241894,0747276013,8
489689,116599,0671010085,0
488956,116559,0812577582,0
139639,31551,0316785261,0
579896,139642,0312278586,0
642810,155173,0670884537,6
954839,230731,3473390364,0
868455,210035,0449216934,0
295918,70050,0811808424,0
581294,140000,0446611379,0
374328,89891,8472795209,9
971427,234623,0679808477,0
1126947,270352,0671534718,2
644193,155650,0525939253,0
916297,223253,0394873335,10
358665,86243,067973225X,0
460938,110746,0006281257,0
806227,196077,0061094471,0
834606,201674,0553574086,0
102850,23768,1574881736,0
609376,147451,0751519782,0
543677,130570,0446603309,0
326900,77940,0373790619,0
547030,131182,0446672211,10
349672,83637,0595088848,0
98024,22400,0767902858,0
728721,175886,055299619X,0
191943,42466,038533334X,0
1074910,257204,0345286146,10
159758,35859,0449148408,8
535546,129074,1579542085,0
537330,129358,0449002136,0
807390,196077,1563521644,0
548762,131532,0312269587,0
190357,41888,0712694625,0
42226,10819,0618055819,0
294518,69775,0451160959,0
528983,127429,0679748180,0
76906,16634,0449212602,8
847513,204864,0679733973,8
710607,172331,0140434186,9
904656,219440,0553295772,7
954437,230672,3896393723,0
746996,180651,1853262374,8
363062,87491,0856405035,0
304144,72875,0451526228,10
271412,63243,0451144287,0
159256,35859,0439445531,0
146396,32773,0425137945,0
659007,159863,000649952X,8
727315,175510,3257224753,0
755655,182987,0393321975,0
134991,30810,3805206895,10
1117091,268032,0553258001,0
134779,30806,0449701840,8
171224,37197,0671727796,10
500202,120776,0806580178,0
198499,44252,0671001795,6
954210,230522,1878624490,7
82988,17183,0767904907,7
687924,167565,0374129983,3
4545,278418,0151544964,0
632728,153662,0345404319,0
586621,141657,9727082459,9
342442,81580,0393086917,0
663948,161200,0449000184,6
693498,168954,0765342308,5
290266,69268,0500201951,9
72587,15408,1564966909,0
189197,41700,3453087607,0
494237,118533,0385296673,0
947040,229329,014003419.6,8
740807,179118,0253208793,10
854132,206534,0743439740,0
1071329,256154,3498008994,6
407766,98391,0380815435,10
295174,69967,0688143121,0
3277,277982,0517478595,0
1064599,254465,0373700687,0
392345,94865,3442428696,0
211636,49144,8433920367,5
771279,186628,3423100424,0
129773,30144,0743520645,0
717938,173728,0679776362,5
568760,136382,0330354892,0
428824,102505,0684852993,0
543885,130571,0375700757,0
1119328,268589,0582077842,0
307261,73394,0778320553,0
890769,214888,8873122933,0
226133,52584,0515137111,0
58003,11676,8432037311,0
665312,161752,0449220710,0
1148948,276538,3257019637,0
146062,32721,2277238929,8
52681,11676,0671732366,0
1024439,245671,3872944886,0
815167,198507,0684835983,6
635933,153662,0590440640,0
67814,14079,1400034957,0
263258,60484,0375405909,0
837542,202522,50696893,7
288345,69042,0590981811,0
30709,7158,0684853507,0
986071,236948,0131444786,0
397499,95574,077832043X,0
570089,136746,0446613266,6
268739,62348,0440215730,8
433007,103137,0425047075,0
608998,147414,0380819635,0
514903,124942,0380806304,0
501880,121547,006019491X,0
604645,146113,0380784491,0
414115,98741,0452281180,0
879282,212898,038081093X,0
739220,178625,0671014196,7
401414,96554,0380789019,0
538188,129358,0870865072,0
198891,44346,034078587,10
487412,115956,0060580275,0
68805,14422,0316734837,8
279013,65877,067102535X,10
673626,163821,0740718665,7
886421,213350,0843110317,0
1002831,240643,0446358576,5
399212,95932,068483376X,0
1085022,259625,0345339711,0
135095,30824,0515101486,0
675378,164378,8431001941,6
568098,136252,1571312552,0
774504,187517,0312291639,0
680964,165806,9025404162,9
668804,162639,0515133639,0
972607,234729,8432053988,9
146300,32773,034536161X,0
247578,56447,1842124137,0
916540,223357,3423127945,2
535648,129084,0515130966,0
188795,41596,0851123287,8
64594,13126,0345434110,8
121334,27853,0439139597,10
861445,208406,0515130095,0
674059,163973,0449212254,6
594737,143253,0880380225,0
977317,235105,0877283346,0
568997,136382,0609808893,8
1016737,243745,0140434003,0
893448,216012,0373218818,7
756664,182993,0449003701,0
50799,11676,0451410556,0
80764,16795,1402200595,0
439813,105295,0874777984,8
295589,69971,0671653512,0
625419,151737,0804108692,0
851587,205943,0007133235,0
41215,10447,0345460359,0
1008071,242006,0671643606,10
716311,173552,0842329129,6
759384,183800,0440918146,6
697862,170229,0192828622,0
798382,193560,0745911013,8
969352,234597,8871684523,0
1105346,265219,8489669457,6
743115,179744,0883683059,0
705778,171118,0912383844,0
81348,16916,0425142868,0
135338,30898,0375401997,0
102624,23768,0804108412,0
1048590,250764,0515130125,0
747843,180919,0399144137,8
819510,198711,0517120046,0
979219,235498,1401201369,0
300881,71683,0805063897,8
458371,110029,0752826956,0
293533,69697,0505525763,0
620576,150124,0812579674,0
670563,162998,0304352314,9
1037828,248221,0553111507,9
332926,78973,0751520241,0
162330,35859,0816728097,0
1040469,248752,0446671002,0
940423,227538,0721411703,5
468315,112001,0380455676,0
170325,36874,0140277439,10
909225,221290,0140620125,10
269987,62862,0380718332,8
996862,239147,034539092X,0
127281,29259,0816730008,0
782490,189415,0425087395,0
111697,25966,0609610597,8
87958,19145,0671678817,0
869382,210370,3499235714,10
771001,186570,0590979086,7
1005851,241548,0812548094,0
730097,176348,1931561044,9
296103,70052,0671011367,5
528003,127417,0452281091,9
926189,225232,0006476589,0
692087,168387,0671028014,0
635776,153662,055357521X,9
327943,78440,0399151443,8
115229,26544,0345423402,0
519718,125774,0450055132,0
989783,238120,0385730586,0
624242,151357,0743467523,0
1094471,262541,0451206525,9
145194,32467,0553566369,0
626128,151806,0553240013,0
133027,30594,0440993717,0
516464,125057,0345436911,5
1135302,272982,0060936509,0
959335,231854,0745950558,0
213464,49773,8817129488,0
863104,208671,0749002239,8
869591,210485,0345313097,6
1011590,242639,0345336275,0
534615,129074,0140063102,0
618935,149908,0099193914,5
1077575,257700,1885171080,0
341228,81492,0060505885,0
1004713,241214,0816707987,0
714438,173109,055356451X,0
886196,213350,074320008X,0
835137,201768,0345447832,0
725613,175003,1551666952,0
801253,194614,0505525151,6
1135531,273086,014028009X,0
862057,208506,037325945X,8
453411,108741,0440241537,0
952660,230522,0451524713,10
1134495,272516,0803265794,9
486061,115490,0812512774,0
656167,159033,0553207067,0
214201,49980,0060502258,0
785665,189844,1841150371,0
939928,227520,0345336038,9
452312,108352,0020198906,7
508876,123883,0373510144,5
873274,211426,0440120470,0
1032009,246655,0373164572,0
833876,201526,0869755218,0
330134,78783,0449222489,0
744811,180042,0060392452,9
1042211,249515,0375505148,7
404171,97848,0316666343,10
310105,74287,B00003CXRA,10
351289,84122,8496246477,9
1147073,275970,0671703331,0
453407,108741,0373632363,0
477075,114216,0099535300,6
942026,228128,0446517127,0
427844,102220,0515135259,0
821388,198711,0671508210,0
344043,81977,0618002243,0
503835,122429,0916291456,10
1019905,244572,0425050149,6
629003,152645,0312275420,0
142700,31950,0552091219,8
936036,226965,068808740X,10
548464,131402,5831212682,0
123144,28360,059041125X,0
541662,130438,0140286276,0
1105365,265221,0671799649,10
1120452,268932,0060182369,6
996589,239020,0385491212,0
1148168,276165,0451204123,9
161748,35859,0689816987,0
1025448,245827,059046115,0
789329,190925,006108199X,0
1059545,252848,0449204553,0
465995,111174,1561706523,6
1148666,276434,0770428207,0
319670,76352,1557737177,0
442363,105979,0394556550,0
805655,196018,0140240187,0
797804,193560,0099992000,0
1097859,263460,0671004565,0
63749,12982,0451177096,8
686359,167327,0345404114,0
407327,98391,0373250584,10
546309,131046,0553298836,0
798637,193615,0684195984,0
242624,55858,058604356X,0
354058,85426,0684865718,0
677616,164905,0373168411,6
1027273,245963,0394703006,0
791427,190939,0399148051,0
916334,223253,0814459188,5
541057,130132,0671010123,0
420637,100578,0385722206,0
224329,52437,0751533068,0
465763,111174,0140348921,0
231261,53304,0399142789,7
374023,89867,0671540661,0
579738,139586,0316779423,7
64194,13082,0380718057,0
542946,130474,0785340300,0
558150,134556,2744403687,8
220186,51627,0373287380,0
345976,82699,0451207505,7
940331,227520,0821751263,0
862841,208665,0140187294,0
7850,278418,0689304587,0
72740,15418,0446606022,0
1032803,246655,1561700762,0
446251,107021,037325024X,0
1137938,273979,0679434968,0
1115864,267686,0515118230,0
482571,114988,0804606803,0
373471,89602,0552122726,5
314618,75860,0373785070,0
956077,231210,0373805381,0
23604,5452,0671039830,5
766264,185233,0590443607,5
1017483,243899,9780394711928,0
1110662,266226,0894803204,9
656844,159231,9722904469,8
1130688,271284,0446607657,0
192554,42803,0345333942,0
642576,155147,0553380095,0
765529,185233,0425146707,0
352048,84613,3453210832,0
433201,103265,8422696819,0
138560,31315,0875965237,10
394660,95193,2825408743,0
124202,28591,0312984596,0
717372,173657,3492107826,10
651043,157380,0844238007,0
1062419,253859,8422631881,0
564905,135703,0553562614,0
798590,193607,1568581912,8
599581,144594,0688166083,2
419517,100227,0316666343,0
715425,173415,0345384377,0
1006807,241800,0099429985,5
91997,20476,0140174125,0
816435,198711,0140503005,0
783392,189688,0446520713,9
484553,115120,0821736949,0
1004313,241198,3480218717,0
860005,208058,0061099686,0
1040313,248718,0898796830,5
470802,112738,1886039461,7
498716,120403,0385495617,8
990849,238186,0132000563,10
1015542,243236,0345367421,7
775941,187747,0452266637,9
167403,36715,193072229X,0
253701,58363,0385471432,0
967534,233917,0805424644,10
809185,196466,0375707972,0
1097537,263445,0732270561,7
606499,146348,0606009833,0
385973,93085,1558172602,0
333727,79186,0452283205,0
640911,154763,0446525731,0
355514,85701,0312962320,0
52623,11676,067168390X,0
1129389,271083,0345416880,7
224259,52425,0156628708,0
198207,44089,0312147384,0
